time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-09-11T12:17:56.503Z,68.8158,-148.0686,0,1.7,ml,,,,0.78,ak,ak20251492,2018-09-11T17:01:25.639Z,"129km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-11T12:15:28.873Z,68.7458,-147.5409,0,1.4,ml,,,,0.96,ak,ak20251489,2018-09-11T15:39:34.083Z,"107km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-11T12:14:26.100Z,60.0971,-147.8336,8.8,1.8,ml,,,,1,ak,ak20251488,2018-09-11T17:01:25.370Z,"87km E of Bear Creek, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-09-11T12:12:04.170Z,33.5091667,-116.7951667,3.78,0.59,ml,24,37,0.005382,0.12,ci,ci38056527,2018-09-11T13:29:27.070Z,"10km NE of Aguanga, CA",earthquake,0.16,0.39,0.144,19,reviewed,ci,ci
2018-09-11T12:08:43.300Z,33.5025,-116.5083333,13.72,0.19,ml,16,104,0.05803,0.12,ci,ci38056511,2018-09-11T17:28:09.274Z,"16km ESE of Anza, CA",earthquake,0.3,0.48,0.078,9,reviewed,ci,ci
2018-09-11T12:07:28.694Z,62.0669,-145.4471,219.3,2.3,ml,,,,0.92,ak,ak20251483,2018-09-11T17:01:25.110Z,"7km SE of Glennallen, Alaska",earthquake,,1,,,automatic,ak,ak
2018-09-11T11:49:13.120Z,33.5085,-116.7901667,3.75,0.36,ml,28,38,0.009343,0.17,ci,ci38056495,2018-09-11T17:24:24.718Z,"10km NE of Aguanga, CA",earthquake,0.18,0.5,0.095,9,reviewed,ci,ci
2018-09-11T11:38:37.090Z,32.8933333,-116.2648333,8.13,0.88,ml,22,90,0.1325,0.18,ci,ci38056487,2018-09-11T15:44:23.107Z,"26km ENE of Pine Valley, CA",earthquake,0.27,1.03,0.152,11,reviewed,ci,ci
2018-09-11T11:37:26.070Z,33.4966667,-116.7873333,3.88,0.62,ml,27,35,0.01907,0.21,ci,ci38056479,2018-09-11T13:30:31.290Z,"9km NE of Aguanga, CA",earthquake,0.25,0.56,0.092,18,reviewed,ci,ci
2018-09-11T11:36:30.280Z,18.1288,-67.2521,30,2.38,md,6,250,0.1728,0.1,pr,pr2018254010,2018-09-11T15:13:03.800Z,"9km NW of Puerto Real, Puerto Rico",earthquake,0.83,0.92,0.31,5,reviewed,pr,pr
2018-09-11T11:35:28.852Z,68.7991,-148.2843,0,3,ml,,,,0.63,ak,ak20251425,2018-09-11T17:01:24.787Z,"135km NW of Arctic Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-09-11T11:28:27.310Z,38.8186667,-122.8416667,2.66,1.64,md,38,47,0.006828,0.05,nc,nc73083200,2018-09-12T01:38:02.464Z,"9km WNW of The Geysers, CA",earthquake,0.18,0.33,0.239,11,reviewed,nc,nc
2018-09-11T11:23:55.140Z,33.0276667,-117.3785,12.53,0.98,ml,35,205,0.1775,0.13,ci,ci38056471,2018-09-11T17:19:17.692Z,"8km W of Encinitas, CA",earthquake,0.32,0.63,0.115,13,reviewed,ci,ci
2018-09-11T11:10:10.370Z,33.4981667,-116.7963333,2.51,0.21,ml,21,64,0.01456,0.1,ci,ci38056463,2018-09-11T15:44:43.140Z,"9km NE of Aguanga, CA",earthquake,0.14,0.12,0.116,5,reviewed,ci,ci
2018-09-11T11:01:49.190Z,37.9146667,-121.651,5.45,1.42,md,10,73,0.02318,0.07,nc,nc73083195,2018-09-11T21:04:04.245Z,"4km W of Discovery Bay, CA",earthquake,0.36,0.33,0.23,9,reviewed,nc,nc
2018-09-11T10:54:46.500Z,33.5003333,-116.7961667,3.14,0.3,ml,15,70,0.0125,0.17,ci,ci38056455,2018-09-11T13:29:30.201Z,"9km NE of Aguanga, CA",earthquake,0.35,0.75,0.099,5,reviewed,ci,ci
2018-09-11T10:54:17.338Z,62.976,-150.5463,100.4,1.1,ml,,,,0.33,ak,ak20251403,2018-09-11T17:01:24.514Z,"76km NNW of Talkeetna, Alaska",earthquake,,1.4,,,automatic,ak,ak
2018-09-11T10:45:16.621Z,59.9687,-139.6634,0,1.3,ml,,,,0.58,ak,ak20251398,2018-09-11T17:01:24.242Z,"47km N of Yakutat, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-09-11T10:42:58.940Z,33.2558333,-116.7665,8.53,0.76,ml,37,32,0.02084,0.14,ci,ci38056447,2018-09-11T16:26:14.220Z,"2km NNW of Lake Henshaw, CA",earthquake,0.15,0.53,0.13,21,reviewed,ci,ci
2018-09-11T10:39:33.060Z,41.6231667,-112.3976667,4.1,1.55,ml,19,85,0.1171,0.18,uu,uu60296237,2018-09-11T14:48:48.960Z,"21km WSW of Tremonton, Utah",earthquake,0.44,2.35,0.383,5,reviewed,uu,uu
2018-09-11T10:39:20.880Z,33.5005,-116.7988333,2.86,1.2,ml,52,31,0.01191,0.19,ci,ci38056439,2018-09-11T13:30:35.900Z,"9km NE of Aguanga, CA",earthquake,0.18,0.55,0.128,26,reviewed,ci,ci
2018-09-11T10:35:47.200Z,33.5015,-116.7938333,1.95,0.32,ml,14,68,0.01213,0.2,ci,ci38056431,2018-09-11T13:30:03.984Z,"9km NE of Aguanga, CA",earthquake,0.41,0.54,0.18,7,reviewed,ci,ci
2018-09-11T10:33:22.938Z,62.9847,-150.639,97.4,1,ml,,,,0.51,ak,ak20251395,2018-09-11T17:01:23.988Z,"78km NNW of Talkeetna, Alaska",earthquake,,1.3,,,automatic,ak,ak
2018-09-11T10:21:40.410Z,38.8135,-122.8215,2.55,1.27,md,36,48,0.007575,0.04,nc,nc73083190,2018-09-12T00:55:03.230Z,"7km NW of The Geysers, CA",earthquake,0.14,0.25,0.118,8,reviewed,nc,nc
2018-09-11T10:21:25.610Z,33.2555,-116.8266667,13.81,0.7,ml,34,29,0.06014,0.15,ci,ci38056423,2018-09-11T16:30:40.364Z,"6km WNW of Lake Henshaw, CA",earthquake,0.19,0.49,0.115,14,reviewed,ci,ci
2018-09-11T10:07:33.850Z,42.7769,142.0744,35,4.4,mb,,80,1.105,0.83,us,us2000hcj9,2018-09-11T18:10:12.533Z,"34km E of Chitose, Japan",earthquake,6,2,0.057,90,reviewed,us,us
2018-09-11T09:56:16.499Z,69.2211,-146.6469,0,2.3,ml,,,,0.7,ak,ak20251351,2018-09-11T17:01:23.482Z,"130km NNW of Arctic Village, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-09-11T09:54:15.998Z,68.7736,-148.0922,0,1.7,ml,,,,0.85,ak,ak20251348,2018-09-11T17:01:23.741Z,"127km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-11T09:50:15.040Z,33.502,-116.7896667,4.49,0.35,ml,14,68,0.01366,0.11,ci,ci38056415,2018-09-11T13:33:36.919Z,"10km NE of Aguanga, CA",earthquake,0.24,0.45,0.154,5,reviewed,ci,ci
2018-09-11T09:42:37.867Z,68.7633,-148.0892,0,1.6,ml,,,,0.77,ak,ak20251332,2018-09-11T17:01:23.216Z,"126km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-11T09:42:37.528Z,61.283,-148.9598,106.4,2,ml,,,,0.85,ak,ak20251331,2018-09-11T17:01:22.948Z,"29km S of Butte, Alaska",earthquake,,1.8,,,automatic,ak,ak
2018-09-11T09:36:39.900Z,60.9204,-143.5245,21.6,1.7,ml,,,,0.91,ak,ak20251317,2018-09-11T17:01:22.660Z,"82km SE of Chitina, Alaska",earthquake,,1.7,,,automatic,ak,ak
2018-09-11T09:31:50.690Z,18.4383,-65.9188,8,1.49,md,3,326,0.3044,0.16,pr,pr2018254009,2018-09-11T12:21:07.992Z,"4km N of Santa Barbara, Puerto Rico",earthquake,1.42,15.87,0.29,3,reviewed,pr,pr
2018-09-11T09:31:48.313Z,60.0863,-140.6938,8.6,1.2,ml,,,,1.06,ak,ak20251306,2018-09-11T17:01:22.395Z,"80km NW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-11T09:30:19.358Z,61.7538,-147.8756,145.2,2.8,ml,,,,1.05,ak,ak20251305,2018-09-11T17:01:22.129Z,"51km E of Sutton-Alpine, Alaska",earthquake,,1.9,,,automatic,ak,ak
2018-09-11T09:27:51.460Z,18.0123,-67.2708,30,2.2,md,3,306,0.1613,0.13,pr,pr2018254008,2018-09-11T12:20:50.520Z,"9km WNW of Pole Ojea, Puerto Rico",earthquake,1.31,1.75,0.14,3,reviewed,pr,pr
2018-09-11T09:27:11.190Z,33.4921667,-116.7815,3.91,0.23,ml,15,80,0.02558,0.15,ci,ci38056407,2018-09-11T13:33:53.836Z,"10km NE of Aguanga, CA",earthquake,0.28,0.74,0.153,4,reviewed,ci,ci
2018-09-11T09:26:46.760Z,33.4876667,-116.7795,5.65,0.3,ml,14,82,0.03018,0.12,ci,ci38056399,2018-09-11T13:33:55.931Z,"9km ENE of Aguanga, CA",earthquake,0.27,0.86,0.034,4,reviewed,ci,ci
2018-09-11T09:25:49.060Z,-17.7948,179.9525,624.03,4.5,mb,,119,1.81,1.03,us,us2000hciw,2018-09-11T09:47:29.040Z,"164km ENE of Suva, Fiji",earthquake,12.5,7.7,0.031,304,reviewed,us,us
2018-09-11T09:12:20.830Z,33.5061667,-116.7953333,2.76,0.5,ml,25,46,0.007473,0.11,ci,ci38056391,2018-09-11T16:52:28.380Z,"10km NE of Aguanga, CA",earthquake,0.17,0.22,0.107,11,reviewed,ci,ci
2018-09-11T09:01:49.820Z,18.2121,-67.9646,98,2.83,md,20,194,0.5146,0.33,pr,pr2018254005,2018-09-11T09:57:08.281Z,"61km SE of Punta Cana, Dominican Republic",earthquake,2.78,1.43,0.36,20,reviewed,pr,pr
2018-09-11T08:59:21.546Z,69.5039,-143.7841,0,1.8,ml,,,,0.68,ak,ak20251286,2018-09-11T17:01:21.869Z,"70km S of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-09-11T08:56:46.212Z,60.4721,-141.3933,11.8,1.3,ml,,,,0.73,ak,ak20251281,2018-09-11T17:01:21.611Z,"73km NE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-09-11T08:49:47.919Z,60.5556,-150.8397,44.2,1.4,ml,,,,0.47,ak,ak20251274,2018-09-11T17:53:08.107Z,"4km WNW of Sterling, Alaska",earthquake,,2.5,,,reviewed,ak,ak
2018-09-11T08:48:50.812Z,69.478,-144.2212,3,1.7,ml,,,,1,ak,ak20251272,2018-09-11T17:51:26.889Z,"76km SSW of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-09-11T08:48:25.470Z,34.5611667,-116.2461667,2.37,1.16,ml,14,116,0.1444,0.16,ci,ci38056383,2018-09-11T13:34:27.116Z,"20km SSW of Ludlow, CA",earthquake,0.44,0.91,0.094,17,reviewed,ci,ci
2018-09-11T08:43:49.850Z,35.9693333,-120.5315,6.5,1.08,md,20,83,0.02034,0.05,nc,nc73083185,2018-09-11T17:48:39.662Z,"12km NW of Parkfield, CA",earthquake,0.28,0.55,0.266,6,reviewed,nc,nc
2018-09-11T08:35:27.801Z,62.0699,-145.2086,23.5,1.3,ml,,,,0.55,ak,ak20251261,2018-09-11T17:01:20.832Z,"18km ESE of Glennallen, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-09-11T08:31:44.345Z,38.717,-119.2394,6.3,0.3,ml,9,111.67,0.264,0.1212,nn,nn00656147,2018-09-12T02:06:16.755Z,"11km SE of Smith Valley, Nevada",earthquake,,3.2,0.03,2,reviewed,nn,nn
2018-09-11T08:20:12.608Z,59.7311,-151.9627,62,1.2,ml,,,,0.33,ak,ak20251246,2018-09-11T17:01:20.313Z,"8km SW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-09-11T08:19:41.158Z,61.0487,-149.6157,36.2,2,ml,,,,0.46,ak,ak20251245,2018-09-11T17:01:20.573Z,"24km SE of Anchorage, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-09-11T08:18:12.040Z,-18.2643,-178.0349,550.44,4.2,mb,,138,3.758,0.57,us,us2000hcig,2018-09-11T09:13:50.040Z,"273km NNE of Ndoi Island, Fiji",earthquake,19.1,9.2,0.077,47,reviewed,us,us
2018-09-11T08:18:07.810Z,40.457,-121.5288333,3.58,0.05,md,7,107,0.01094,0.06,nc,nc73083395,2018-09-11T20:36:35.067Z,"12km NNE of Mineral, CA",earthquake,0.55,0.37,0.08,4,reviewed,nc,nc
2018-09-11T08:17:34.640Z,38.7825,-122.7318333,1.66,1.87,md,36,50,0.003893,0.07,nc,nc73083175,2018-09-11T19:07:02.574Z,"2km ENE of The Geysers, CA",earthquake,0.17,0.29,0.195,12,reviewed,nc,nc
2018-09-11T08:16:11.400Z,32.986,-117.7673333,14.58,1.37,ml,34,156,0.4818,0.21,ci,ci38056375,2018-09-11T18:04:33.112Z,"43km WSW of Carlsbad, CA",earthquake,0.38,0.93,0.14,15,reviewed,ci,ci
2018-09-11T08:14:09.740Z,33.0326667,-116.4298333,9.37,0.42,ml,18,89,0.1404,0.17,ci,ci38056367,2018-09-11T18:39:25.800Z,"17km ESE of Julian, CA",earthquake,0.33,1.03,0.108,6,reviewed,ci,ci
2018-09-11T08:05:30.625Z,69.5425,-144.3365,0,2,ml,,,,0.69,ak,ak20251238,2018-09-11T17:01:20.066Z,"71km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-09-11T08:03:14.590Z,37.5255,-118.8393333,5.08,0.59,md,13,235,0.06492,0.03,nc,nc73083170,2018-09-11T16:30:28.113Z,"15km WSW of Toms Place, CA",earthquake,0.42,1.09,0.149,10,reviewed,nc,nc
2018-09-11T07:59:32.008Z,68.7748,-148.2995,1.1,1.8,ml,,,,0.71,ak,ak20251230,2018-09-11T17:01:19.813Z,"134km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-11T07:57:04.950Z,40.4471667,-121.5245,2.84,0.62,md,7,112,0.01772,0.04,nc,nc73083165,2018-09-11T20:22:03.966Z,"11km NNE of Mineral, CA",earthquake,0.35,0.36,0.227,7,reviewed,nc,nc
2018-09-11T07:54:12.880Z,33.9881667,-117.1846667,15.6,0.55,ml,18,104,0.04187,0.13,ci,ci38056359,2018-09-11T13:36:46.741Z,"8km S of Redlands, CA",earthquake,0.31,0.61,0.129,12,reviewed,ci,ci
2018-09-11T07:39:05.830Z,18.0085,-65.9688,21,1.51,md,4,212,0.0543,0.18,pr,pr2018254006,2018-09-11T12:20:06.928Z,"3km W of Palo Seco, Puerto Rico",earthquake,2.58,1.06,0.57,4,reviewed,pr,pr
2018-09-11T07:36:21.410Z,33.4863333,-116.7901667,4.2,0.68,ml,32,57,0.02733,0.16,ci,ci38056351,2018-09-11T13:37:49.460Z,"8km NE of Aguanga, CA",earthquake,0.21,0.4,0.131,22,reviewed,ci,ci
2018-09-11T07:33:46.556Z,70.0016,-144.8983,1.5,2.2,ml,,,,0.88,ak,ak20251221,2018-09-11T10:26:40.391Z,"50km WSW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2018-09-11T07:24:03.869Z,69.5163,-143.781,0,1.6,ml,,,,0.49,ak,ak20251212,2018-09-11T17:01:19.290Z,"68km S of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-09-11T07:22:04.524Z,60.5792,-149.346,7.6,2.6,ml,,,,0.92,ak,ak20251197,2018-09-11T17:51:45.855Z,"42km WSW of Whittier, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-09-11T07:21:54.510Z,19.3343334,-155.1203308,2.95,1.97,md,44,143,0.04892,0.25,hv,hv70588017,2018-09-11T07:25:22.510Z,"16km SE of Volcano, Hawaii",earthquake,0.52,1.16,0.17,21,automatic,hv,hv
2018-09-11T07:21:46.931Z,37.1166,-117.3682,5.9,0,ml,3,329.84,0.3,0.1261,nn,nn00656146,2018-09-12T02:06:14.581Z,"58km WNW of Beatty, Nevada",earthquake,,10.1,0.07,2,reviewed,nn,nn
2018-09-11T07:17:35.953Z,69.675,-145.1433,31.3,2.3,ml,,,,1,ak,ak20251191,2018-09-11T17:01:19.015Z,"77km SW of Kaktovik, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-11T07:05:37.920Z,40.4553333,-121.5226667,4.91,0.11,md,7,107,0.00954,0.12,nc,nc73083390,2018-09-11T20:15:01.530Z,"12km NNE of Mineral, CA",earthquake,0.8,0.65,0.189,5,reviewed,nc,nc
2018-09-11T06:50:46.996Z,39.8619,-119.6333,12,0.2,ml,5,189.01,0.169,0.0881,nn,nn00656145,2018-09-12T02:06:13.288Z,"24km NNE of Spanish Springs, Nevada",earthquake,,4.6,0.55,3,reviewed,nn,nn
2018-09-11T06:50:40.899Z,60.9468,-139.0235,2,1.8,ml,,,,0.96,ak,ak20251185,2018-09-11T17:01:18.764Z,"85km WNW of Haines Junction, Canada",earthquake,,0.4,,,automatic,ak,ak
2018-09-11T06:50:30.010Z,36.372,-89.55,11.26,1.38,md,13,88,0.04082,0.08,nm,nm60213617,2018-09-11T15:35:54.490Z,"7km W of Tiptonville, Tennessee",earthquake,0.68,0.48,0.11,9,reviewed,nm,nm
2018-09-11T06:42:56.820Z,-0.7959,121.9571,27.72,4.7,mb,,72,0.85,0.69,us,us2000hcga,2018-09-11T07:00:44.040Z,"94km W of Luwuk, Indonesia",earthquake,6.4,2.6,0.13,18,reviewed,us,us
2018-09-11T06:42:40.560Z,18.652,-67.7326,151,3.27,md,4,340,0.8032,0.07,pr,pr2018254004,2018-09-11T09:19:21.730Z,"61km NW of Rincon, Puerto Rico",earthquake,5.56,1.94,0,3,reviewed,pr,pr
2018-09-11T06:40:15.180Z,19.253334,-155.3048401,43.97,1.95,md,42,154,0.04277,0.12,hv,hv70587987,2018-09-11T06:43:40.560Z,"19km ENE of Pahala, Hawaii",earthquake,0.73,1.03,0.01,9,automatic,hv,hv
2018-09-11T06:37:57.920Z,40.4518333,-121.522,4.39,0.22,md,7,108,0.01272,0.1,nc,nc73083375,2018-09-11T19:00:50.275Z,"11km NNE of Mineral, CA",earthquake,0.52,0.63,0.187,7,reviewed,nc,nc
2018-09-11T06:29:31.060Z,39.4199,-119.9154,10.7,0,ml,6,105.12,0.12,0.0532,nn,nn00656144,2018-09-12T02:06:11.812Z,"10km S of Mogul, Nevada",earthquake,,3.7,0.32,2,reviewed,nn,nn
2018-09-11T06:26:51.420Z,33.4926667,-116.7738333,6.38,0.37,ml,16,49,0.0787,0.16,ci,ci38056343,2018-09-11T13:37:35.531Z,"10km ENE of Aguanga, CA",earthquake,0.33,1.03,0.09,8,reviewed,ci,ci
